age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
48,4,1,2,0,0.13036478420470546,1,0,2,13,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
45,2,0,2,0,-0.5963963373244652,1,0,2,13,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
36,1,1,1,0,-0.11271572743303762,1,0,2,13,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
52,4,1,3,0,0.22058982104983713,1,0,2,13,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
35,1,0,0,0,-0.380910424584374,1,0,2,13,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
43,9,1,1,0,0.5445938193424921,1,0,2,13,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
52,3,1,1,0,0.7424067867211657,1,0,2,14,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
53,9,0,0,0,-0.02652136233700117,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
48,1,0,0,0,-0.4664846863343958,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
41,1,2,0,0,0.02773768043928077,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
39,4,0,2,0,-0.3136292115417844,1,1,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
59,5,1,1,0,-0.002337331842429791,1,1,2,14,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
41,1,1,1,0,0.40134994641310784,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
48,1,1,1,0,-0.03830332591127953,1,0,2,14,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
40,0,1,1,0,0.002003391579672764,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
48,1,1,1,0,0.02091654363311961,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
60,5,1,0,0,0.004173753290724041,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
40,9,2,3,0,0.6583827833361805,1,0,2,14,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
57,9,1,2,0,-0.47423597815957896,0,0,2,14,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
51,1,1,1,0,1.7522450857060246,1,0,2,14,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
41,1,0,1,0,1.1665574753951868,1,0,2,14,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
41,1,1,1,0,-0.044814411044433365,1,0,2,15,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
52,1,0,0,0,-0.5331457960309708,1,0,2,15,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
59,1,1,0,0,-0.3747093911242275,1,0,2,15,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
44,1,1,3,0,-0.42865838222750213,1,0,2,15,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
49,11,1,0,0,-0.3681983059910737,1,1,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
40,7,1,0,0,-0.4767163915436376,1,0,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
41,0,1,0,0,-0.5688017384268133,1,0,2,15,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
44,9,1,2,0,0.9461107358869785,1,0,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
60,7,2,0,0,-0.3768797528352788,1,0,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
29,4,1,2,0,2.805180567238901,0,0,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
41,5,0,0,0,-0.5461679662972785,1,0,2,15,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
41,1,1,0,0,0.2866308274003974,1,0,2,15,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
42,9,2,1,0,-0.05101544450457987,1,0,2,15,8,0.8994389971860228,1.2827465028855443,-0.5764714730234299,-0.3632598446560345,3,1
36,7,2,3,0,-0.3868014063715132,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
39,9,1,2,0,-0.44478106922388305,1,1,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
31,6,2,2,0,-0.4292784855735168,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
26,1,1,1,0,-0.3976532149267696,1,0,2,16,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
31,1,1,1,0,-0.4454011725698977,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
29,0,2,1,0,-0.42338750378637763,1,1,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
37,7,0,1,0,-0.4587333945092127,1,0,2,16,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
33,1,2,1,0,-0.602907422457619,1,0,2,16,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
24,9,2,1,0,-0.3471147922265756,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
50,0,0,1,0,-0.36137716918491253,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
27,9,2,2,0,0.6751255736785761,1,0,2,16,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
54,4,2,2,0,0.8881310730346086,1,0,2,16,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
30,9,2,1,0,-0.20635133268124986,1,0,2,16,8,0.8994389971860228,0.9153635335167905,-0.5764714730234299,-0.3632598446560345,3,1
34,1,1,0,0,-0.2584400137464805,1,1,2,16,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
37,4,2,1,0,-0.22836500146476996,1,0,2,16,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
41,0,2,1,0,-0.15767322001909978,1,0,2,19,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
47,1,1,1,0,-0.20635133268124986,1,0,2,19,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
31,0,1,1,0,-0.4438509142048611,1,0,2,19,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
31,1,1,1,0,-0.24014696503904834,1,0,2,19,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
43,7,0,1,0,-0.15147218655895328,1,0,2,19,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
37,4,0,2,0,-0.436099622379678,1,0,2,19,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
30,9,2,2,0,-0.20108045424012533,1,1,2,19,8,0.8994389971860228,1.2827465028855443,-0.5764714730234299,-0.3632598446560345,3,1
41,9,1,1,0,-0.3185900383099016,1,0,2,19,8,0.8994389971860228,0.9153635335167905,-0.5764714730234299,-0.3632598446560345,3,1
36,1,1,1,0,0.9020833983199382,1,0,2,20,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
35,1,0,1,0,-0.47392592648657167,1,0,2,20,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
29,7,2,1,0,-0.3899019231015865,1,0,2,20,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
35,1,1,0,0,-0.4423006558398245,1,0,2,20,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
31,1,1,1,0,-0.47330582314055697,1,0,2,20,8,-0.38722693913336187,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
35,7,1,1,0,0.8189895499539751,1,0,2,20,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
34,9,2,1,0,-0.447571534280949,1,0,2,20,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
31,0,2,1,0,-0.3402936554204144,1,1,2,20,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
44,9,0,1,0,-0.16945518359337816,1,0,2,20,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
36,1,1,0,0,-0.3474248438995829,1,1,2,20,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
35,1,1,3,0,1.0211432407547512,1,0,2,20,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
41,1,1,0,0,-0.08636133522741496,1,0,2,20,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
31,1,2,0,0,-0.40695476511698936,1,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
34,1,1,1,0,-0.09969355716672995,1,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
32,9,1,1,0,-0.2286750531377773,1,0,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
36,4,1,2,0,-0.21069205610335243,1,1,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
30,1,2,1,1,-0.39982357663782087,1,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
37,9,2,1,0,-0.09845335047470065,1,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
36,1,1,0,0,-0.2882049743551838,1,0,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
31,4,2,2,0,-0.21813329625552824,1,0,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
27,9,1,1,0,0.2029168756884196,1,1,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
34,5,1,0,0,0.9209965503733851,0,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
30,9,2,2,0,-0.07426931998012927,1,0,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
32,9,2,2,0,0.9724651280926011,1,0,2,21,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
37,9,2,1,0,0.5573059379357924,1,0,2,21,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
32,1,1,1,0,-0.23115546652183588,1,0,2,21,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
33,1,1,1,0,-0.47392592648657167,1,0,2,21,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
35,1,1,0,0,-0.16573456351729024,1,0,2,23,8,0.8994389971860228,2.0175124416230523,-0.5764714730234299,-0.3632598446560345,3,1
35,6,0,2,0,-0.05411596123465313,1,0,2,23,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
30,1,2,1,0,-0.39982357663782087,1,0,2,23,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
45,1,0,0,0,-0.5703519967918498,1,0,2,23,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
45,0,1,1,0,-0.4277282272084802,1,0,2,23,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
33,1,1,1,0,-0.020010277203847335,1,0,2,23,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
44,4,0,2,0,1.3160023817847177,0,0,2,23,8,0.8994389971860228,1.2827465028855443,-0.5764714730234299,-0.3632598446560345,3,1
40,1,1,0,0,-0.3877315613905352,1,0,2,23,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
31,1,1,1,0,0.4283244419647451,1,0,2,23,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
30,9,1,2,0,-0.3061879713896086,1,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
44,9,0,1,0,-0.08264071515132705,1,0,2,26,8,0.8994389971860228,3.1196613497293137,-0.5764714730234299,-0.3632598446560345,3,1
34,7,1,1,0,-0.6407337265645127,1,0,2,26,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
37,1,1,1,0,-0.435169467360656,0,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
28,6,2,2,0,-0.47392592648657167,1,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
32,0,2,1,0,-0.2816938892220299,1,0,2,26,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
37,1,0,1,0,-0.3759495978162568,1,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
34,4,1,2,0,0.23516224968118143,1,0,2,26,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
38,0,0,1,0,-0.4125356952311212,1,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
28,0,2,1,0,-0.33130215690320197,1,0,2,26,8,0.8994389971860228,1.2827465028855443,-0.5764714730234299,-0.3632598446560345,3,1
31,4,0,2,0,-0.11891676089318412,1,0,2,26,8,0.8994389971860228,0.5479805641480365,-0.5764714730234299,-0.3632598446560345,3,1
59,7,1,1,0,-0.4807470632927328,1,0,2,26,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
24,1,1,1,0,-0.2615405304765538,1,0,2,26,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
26,7,2,1,0,-0.1945693691069715,1,0,2,26,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
59,5,2,1,0,-0.36509778926100045,1,0,2,27,8,0.8994389971860228,0.9153635335167905,-0.5764714730234299,-0.3632598446560345,3,1
30,2,2,0,0,-0.47392592648657167,1,1,2,27,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
37,0,1,1,0,-0.3889717680825645,1,0,2,27,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
30,0,2,1,0,-0.5399669328371319,1,1,2,27,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
25,1,1,1,0,-0.4438509142048611,1,0,2,27,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
44,7,0,1,0,-0.45811329116319804,1,1,2,27,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
29,4,1,2,0,-0.3765697011622715,0,0,2,28,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
26,4,2,2,0,1.6468275168835338,1,0,2,28,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
26,9,2,1,0,-0.2668114089176783,1,0,2,28,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
27,7,2,1,0,-0.45718313614417605,1,0,2,28,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
25,6,2,1,0,-0.08884174861147356,1,0,2,28,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
28,4,1,1,0,-0.38339083796843265,1,0,2,28,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
23,7,2,1,0,-0.2677415639367003,1,0,2,28,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
34,4,2,2,0,-0.14589125644482143,1,0,2,28,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
28,8,2,1,0,-0.17968688880261988,1,0,2,28,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
51,2,1,3,0,-0.2860346126441325,1,0,2,28,8,0.8994389971860228,2.384895410991806,-0.5764714730234299,-0.3632598446560345,3,1
35,1,1,1,0,-0.47392592648657167,1,1,2,29,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
35,0,1,1,0,-0.3486650505916122,1,0,2,29,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
56,1,1,1,0,-0.39672305990774764,1,0,2,29,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
45,10,0,1,0,0.5659873847799975,1,0,2,29,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
60,1,0,1,0,-0.47392592648657167,1,0,2,29,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
56,9,1,1,0,-0.291305491085257,1,0,2,29,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
27,4,2,2,0,3.543103548996336,1,0,2,29,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
30,0,1,1,0,-0.2032508159511766,1,0,2,29,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
45,1,0,0,0,-0.2897552327202204,1,0,2,29,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
29,1,2,1,0,-0.48012695994671817,1,0,2,29,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
38,4,0,2,0,0.9808365232637989,1,0,2,29,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
30,1,1,1,0,-0.32324081340501154,1,0,2,29,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
44,1,2,0,0,0.019986388614097635,1,0,2,29,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
36,4,2,2,0,1.8843270984071452,1,0,2,30,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
38,9,1,1,0,-0.40385424838691614,1,0,2,30,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
36,1,2,1,0,-0.3604470141658906,1,1,2,30,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
37,4,0,1,0,-0.46896509971845446,1,0,2,30,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
35,4,2,2,0,-0.29874673123743284,1,0,2,30,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
38,0,0,1,0,-0.46803494469943246,1,0,2,30,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
40,7,1,0,0,-0.1384500162926456,1,0,2,30,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
42,10,0,1,0,0.05719258937497668,1,0,2,30,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
46,4,0,2,0,4.015932350332507,1,0,2,30,8,0.8994389971860228,-0.5541683439582251,-0.5764714730234299,-0.3632598446560345,3,1
35,9,0,1,0,1.3008098498073588,1,0,2,30,8,0.8994389971860228,2.75227838036056,-0.5764714730234299,-0.3632598446560345,3,1
34,9,0,1,0,-0.024040948952942565,1,0,2,30,8,0.8994389971860228,4.589193227204329,-0.5764714730234299,-0.3632598446560345,3,1
32,7,1,1,0,-0.48446768336882073,1,0,2,30,8,0.8994389971860228,-0.18678537458947123,-0.5764714730234299,-0.3632598446560345,3,1
50,10,1,1,0,0.6652039201423416,1,0,2,30,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
35,1,1,1,0,-0.2575098587274586,1,1,2,30,8,0.8994389971860228,0.18059759477928267,-0.5764714730234299,-0.3632598446560345,3,1
